,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
118,"Psycho (feat. Ty Dolla $ign)","Post Malone",3080,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
119,Perfect,"Ed Sheeran",3061,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
120,"ปล่อย (Miss)","Clockwork Motionless",3048,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
121,"Thunderclouds with Sia, Diplo & Labrinth",Sia,3016,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
122,"PICK ME","PRODUCE 48",2980,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
123,"빨간 맛 Red Flavor","Red Velvet",2962,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
124,"Too Good At Goodbyes","Sam Smith",2897,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
125,STARGAZING,"Travis Scott",2896,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
126,"피카부 Peek-A-Boo","Red Velvet",2865,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
127,"I Like It","Cardi B",2835,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
128,FRIENDS,Marshmello,2834,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
129,Shine,PENTAGON,2801,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
130,"Sunny Summer",GFRIEND,2772,https://open.spotify.com/track/7IE8eERSpTC9Jaw3arl99B
131,"My Pace","Stray Kids",2752,https://open.spotify.com/track/4giQE1WslvC0WH412UVLYB
132,"New Rules","Dua Lipa",2737,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
133,"Still New York",MAX,2700,https://open.spotify.com/track/4txpZk7WSjV1dsZAw5WYcT
134,ไวน์,"Max Jenmana",2696,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
135,Somebody,"The Chainsmokers",2694,https://open.spotify.com/track/6mWDwN58PgiPiDXkfSfB4J
136,Attention,"Charlie Puth",2681,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
137,Animal,"Troye Sivan",2678,https://open.spotify.com/track/0eYP6uVKRanxz52OW1MAPR
138,"High On Life (feat. Bonn)","Martin Garrix",2654,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
139,"God's Plan",Drake,2636,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
140,"Only You (with Little Mix)","Cheat Codes",2632,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
141,แค่อีกครั้งเดียว,"De Flamingo",2630,https://open.spotify.com/track/5mBmQdFk0MIPBaASLNyhyA
142,"We Don't Care",Sigala,2624,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
143,"no tears left to cry","Ariana Grande",2613,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
144,Closer,"The Chainsmokers",2584,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
145,"Young Dumb & Broke",Khalid,2561,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
146,ไม่อยากนอนคนเดียว,UrboyTJ,2557,https://open.spotify.com/track/0fSazDDY9rf20oxxfMopgP
147,Enemies,Lauv,2544,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
148,"Oh My!",SEVENTEEN,2538,https://open.spotify.com/track/4JViGq60SvqtQXI3WK0OLS
149,"Paris in the Rain",Lauv,2534,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
150,Flower,"Twopee Southside",2497,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
151,Restart,"Room 39",2491,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
152,"I'm Ok","Peck Palitchoke",2477,https://open.spotify.com/track/5tW7B5huLVxffQAHEZ3lCO
153,หน่วง,"Room 39",2438,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
154,"I'm Yours","Jason Mraz",2432,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
155,IDGAF,"Dua Lipa",2429,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
156,"Feels So Good ◑",HONNE,2422,https://open.spotify.com/track/5UV4u1vdRO9zvsqe1rjNBO
157,บีบมือ,B5,2410,https://open.spotify.com/track/4KFpSs2MLNuFOCYygXLqMC
158,"I Like Me Better",Lauv,2405,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
159,"Too Much (feat. Timbaland)",ZAYN,2405,https://open.spotify.com/track/7jhlKPpAUqgV1m6AOTO19U
160,"Bad Boy - (English Version) [Bonus Track]","Red Velvet",2388,https://open.spotify.com/track/78HD9IN4cKE1MMHWeVJPWh
161,ลืมไปก่อน,"Buddha Bless",2382,https://open.spotify.com/track/4FqihJCXbisi7QYobU7ff6
162,พวกกรูเฟี้ยว,T-BIGGEST,2379,https://open.spotify.com/track/36XRzlSL9cKXHFJrXsUcZF
163,"One Kiss (with Dua Lipa)","Calvin Harris",2354,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
164,ร่มสีเทา,Whatcharawale,2352,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
165,พบกันใหม่,Polycat,2318,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
166,"The Truth Untold",BTS,2316,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
167,"Way Back Home",SHAUN,2303,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL
168,"Tie Me Down (with Elley Duhé)",Gryffin,2259,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
169,"Shoot Me",Day6,2243,https://open.spotify.com/track/1uszVo0bVPALn32ix2kJ9e
170,หมายความว่าอะไร,MEAN,2226,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
171,"REALLY REALLY - KR ver.",WINNER,2222,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
172,"That's What I Like","Bruno Mars",2202,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
173,"Best Part",H.E.R.,2184,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
174,Happier,"Ed Sheeran",2174,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
175,รู้ดีว่าไม่ดี,Getsunova,2162,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
176,อธิษฐาน,Prem,2159,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
177,"Say You Won't Let Go","James Arthur",2157,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
178,ถ้าหาก,"Two Popetorn",2157,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
179,"วู่วาม - Unreleased Version","Season Five",2136,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
180,Photograph,"Ed Sheeran",2109,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
181,Thunder,"Imagine Dragons",2109,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
182,BOSS,NCT,2106,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
183,"all the kids are depressed","Jeremy Zucker",2096,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
184,ยังคิดถึง...(Same),"Marc Tatchapon",2085,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
185,Energetic,"Wanna One",2082,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
186,"I'm so sick",Apink,2079,https://open.spotify.com/track/3lSM3Wn3RJbzAAHzJ3sX1f
187,ปิ๊งปิ๊งปิ๊งปิ๊ง,"Ornly You",2063,https://open.spotify.com/track/0bWlFoEMmfay6boxZwt97c
188,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",2053,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
189,ยังไม่รู้,"Better Weather",2048,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
190,"STAY - KR Ver.",BLACKPINK,2024,https://open.spotify.com/track/2tnBkiyJWLnQGsjyz4BuJJ
191,"SEE SEA",Hyolyn,2021,https://open.spotify.com/track/481yYUbtfs67PaKYKxJOeF
192,Nonstop,Drake,2008,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
193,เพื่อนรัก,"The Parkinson",2006,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
194,Moonlight,XXXTENTACION,2000,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
195,อย่าบอก,"Atom Chanakan",1979,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
196,รอยยิ้ม,Scrubb,1976,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
197,"Never Not",Lauv,1974,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
198,Entertainer,ZAYN,1974,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
199,Gashina,SUNMI,1973,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
200,"rockstar (feat. 21 Savage)","Post Malone",1972,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
