,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
122,"What Lovers Do (feat. SZA)","Maroon 5",2330,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
123,"Snow (Hey Oh)","Red Hot Chili Peppers",2328,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
124,"Say Something","Justin Timberlake",2322,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
125,Demons,"Imagine Dragons",2317,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a
126,Clandestino,Shakira,2314,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
127,"Take This Ride",Vigiland,2306,https://open.spotify.com/track/1bjd4UgjnK5hedJJKmi3YP
128,"Live It Up - Official Song 2018 FIFA World Cup Russia","Nicky Jam",2294,https://open.spotify.com/track/4DnHUy01jEA4b5ydC3HgsT
129,"Don't Hide","Mike Perry",2290,https://open.spotify.com/track/5Ddp5V1M84fKmXbtDhASu0
130,Motýli,Mandrage,2286,https://open.spotify.com/track/32DWJKw2RH44E50stKxDm4
131,"Save That Shit","Lil Peep",2285,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA
132,Faded,"Alan Walker",2269,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
133,"It Ain't Me (with Selena Gomez)",Kygo,2267,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
134,"Follow Your Fire",Kodaline,2244,https://open.spotify.com/track/5s9ZfQasBGM8YLNAhXx7or
135,"In My Blood","Shawn Mendes",2234,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
136,Lullaby,Sigala,2218,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
137,"Tie Me Down (with Elley Duhé)",Gryffin,2215,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
138,Plakala,"DIVOKEJ BILL",2212,https://open.spotify.com/track/3h9EMra1EG4oncHLPiEJce
139,"Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones",2211,https://open.spotify.com/track/3pSfoP1xZllxEuZ6Oh6ebn
140,"We Don't Care",Sigala,2210,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
141,"Real Hustleři Nespí","Lvcas Dope",2209,https://open.spotify.com/track/1MAQW69zv5flW3yAPblcmD
142,"Start Again (feat. Logic)",OneRepublic,2205,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
143,"Stressed Out","Twenty One Pilots",2199,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
144,"Galway Girl","Ed Sheeran",2197,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
145,"All of Me","John Legend",2192,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG
146,"Next To Me","Axel Johansson",2173,https://open.spotify.com/track/0jvqmWRCyv7xnxqrtinbHJ
147,"Kancelář - Official Remix",Ektor,2170,https://open.spotify.com/track/6Fc7mlF8R1I0yENYoZ201s
148,"Look At Me!",XXXTENTACION,2167,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
149,"Wonderwall - Remastered",Oasis,2165,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
150,"lovely (with Khalid)","Billie Eilish",2157,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
151,"Zůstaň tu se mnou (Za sny)",Kryštof,2151,https://open.spotify.com/track/3iAaExberFeJSKfsV2loCd
152,"Symphony (feat. Zara Larsson)","Clean Bandit",2144,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
153,Kordylery,Yzomandias,2138,https://open.spotify.com/track/1cdaEpjoDDhTBvOkGBOBr1
154,"All Star","Smash Mouth",2137,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK
155,Kokalero,Yzomandias,2128,https://open.spotify.com/track/4z0oHRfuzVlNm0ihkHshil
156,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",2125,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
157,"Dusk Till Dawn - Radio Edit",ZAYN,2113,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
158,"I'll Be There","Jess Glynne",2104,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
159,Chandelier,Sia,2094,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC
160,Halo,Beyoncé,2092,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
161,Spotlight,Marshmello,2086,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
162,"Shut Up and Dance","WALK THE MOON",2086,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
163,"In The End","Linkin Park",2084,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
164,"Každý ráno",Chinaski,2076,https://open.spotify.com/track/3qe8nGycGxqKBPEeUIkBsH
165,"All For Love","Tungevaag & Raaban",2073,https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ
166,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,2064,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
167,"Quarter Past Midnight",Bastille,2062,https://open.spotify.com/track/1etiUDkISHELzQGMY79ryt
168,"What About Us",P!nk,2057,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
169,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2053,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
170,"Let Her Go",Passenger,2048,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
171,"Sin Pijama","Becky G",2040,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
