,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
190,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2253,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
191,"Cuando Calienta El Sol","Luis Miguel",2233,https://open.spotify.com/track/3hVaK0zn3sVWWY8TvN1Te5
192,"Andas En Mi Cabeza","Chino & Nacho",2230,https://open.spotify.com/track/23WI5V2eD4EyGKxSl7Pyeq
193,"Every Breath You Take - Remastered 2003","The Police",2227,https://open.spotify.com/track/5C0LFQARavkPpn7JgA4sLk
194,"Wonderwall - Remastered",Oasis,2221,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
195,"Reggaetón Lento (Bailemos)",CNCO,2220,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
196,"Thinking Out Loud","Ed Sheeran",2215,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
197,"Me Dediqué a Perderte","Alejandro Fernandez",2210,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
198,"Loca (feat. Cali Y El Dandee)","Maite Perroni",2209,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x
199,TELÉFONO,Aitana,2197,https://open.spotify.com/track/5h8VHxOBK1VWWj46T8fSly
200,"La Bicicleta","Carlos Vives",2192,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
